user,rate_date,content,append,sku,status
陶***8,2025-02-28 17:16:28,还没开始使用，顺丰快递打开激活了。自己还没有使用。,,机身颜色:罗兰紫;存储容量:12GB+256GB;套餐类型:官方标配,
张***6,2025-04-24 22:54:38,新机正品，可惜我的国补在实体门店用了！比实体门店还便宜，就是缺货,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
梧***5,2025-04-23 10:55:45,送的很快，次日就送到了，价格实惠，很满意,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2025-03-07 10:05:42,用了再来评价,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***1,2025-02-15 16:24:18,优点就不说了，满意！ 缺点是屏幕太长了😂😂 拍照很满意！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
p***1,2025-03-06 21:08:11,雪域白颜色漂亮超级喜欢！性能目前没有任何问题都很优秀，系统没有任何不适应，因为我上部手机也是华为，p20用了五年多没坏就是126g内存严重不够用才换的。p70pro手感我很喜欢，目前用了几天唯一让我吐槽的点是会顶膜！用钢化膜会顶膜！前两天我花199元在华为服务中心贴了曲面全胶钻石膜才正常了，这钱花的我太心疼了！,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
左***减,2025-03-06 14:51:34,产品性价比可以就是物流太慢。错过了特别的日子。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
灼***膛,2025-04-19 19:00:38,机器不错，鸿蒙很流畅，国产加油！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
叶***武,2025-03-28 12:16:00,满意👍是正品,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
细***b,2025-02-26 09:31:03,还是满意的，耗电还是很快的。发热会逐渐消失，暂时用机还是满意的。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
晨***n,2025-02-26 00:10:55,是理想中的产品，质量不错，物流也很快，值得点赞,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
m***5,2025-04-17 13:21:58,非常好用，速度快，照相效果也超好！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
方***馆,2025-03-05 17:17:52,几年没用华为手机了，确实好用，只是电池掉得有点快，丝滑,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***j,2025-03-27 17:52:36,收到了，手机不错了，特别辛苦了帅哥，谢谢老板,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
叶***美,2025-02-19 13:12:07,宝贝与描述基本一致，发货很快，值得一买,,机身颜色:羽砂黑;存储容量:12GB+256GB;套餐类型:官方标配,
x***i,2025-04-16 09:03:39,除了摄像头有点丑，其他还好,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
小***袋,2025-04-16 15:21:36,很喜欢，用国补也很方便，紫色超漂亮！,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2025-03-13 13:04:58,是正品的，产品非常好 值得购买,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
霹***啾,2025-03-13 12:45:29,好喜欢！配合手机壳绝啦,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
f***9,2025-03-25 19:23:14,挺好，刚赛嘞,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
s***0,2025-02-24 20:31:33,超级好看 用了15年苹果系统 第一次用鸿蒙系统 不太会 线下实体店的销售小哥很耐心的帮我倒入旧手机里的照片   的品牌值得信赖,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***7,2025-02-24 20:58:43,包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买😍感谢🙏,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
w***7,2025-03-03 11:01:35,用来用去还是最爱华为，永远支持华为，太爱了,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
冬***4,2025-02-17 16:41:09,手感不错，发货送货速度快，国补程序多，快递员也很有耐心。,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
手***焰,2025-03-23 07:53:14,可以正常使用。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
b***学,2025-02-16 08:41:56,开箱后原厂膜有磨损，还好屏幕没有问题。手机还是可以的,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
s***3,2025-03-10 20:06:13,试用了几天，挺好用的，是正品,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
陶***柜,2025-03-10 18:47:44,质量非常好，非常满意的一次购物,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
p***o,2025-02-10 22:04:34,颜值高   以前用的mate系统   这次第一次换p系,,机身颜色:雪域白;存储容量:12GB+1TB;套餐类型:官方标配,
h***0,2025-04-06 18:50:56,手感很好，,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
x***哥,2025-02-28 18:34:43,是正品手机，价格也合适，手机外观也很好看,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***0,2025-03-19 11:32:58,拍照非常棒，总体来说还是不错的，只是价位高了点,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
h***3,2025-04-02 12:59:45,此用户没有填写评论!,夜晚拍照性能极佳！,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
q***2,2025-02-26 16:05:02,用了几天 没发现啥问题 充电快 反应慢 电池一天一充就行,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
i***2,2025-04-01 17:45:37,优秀，好用，安逸，巴适。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
胡***1,2025-05-02 17:32:02,国产的就是好。👍,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
银***我,2025-02-25 13:24:58,显示效果：超棒！,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
狂***2,2025-03-04 10:05:35,发货快，送货快，非常好,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
爱***子,2025-04-24 12:21:49,给朋友买的，他说好用,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
信***海,2025-03-28 07:15:27,比我之前的p30安逸太多了,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
s***i,2025-04-23 19:11:21,第9台华为手机了。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
情***呀,2025-02-23 16:14:37,用着很流畅，快充有一点发热，平时用，根本不发热，手感很舒服，像素还行，可能是我技术不好，感觉拍不出那种感觉，其他的货电池不是特别耐用，比想象中预期差了十分之一的感觉其他的都特别满意哈哈哈哈哈哈哈，至于玩游戏还没体验，我是用的平板打金铲铲，手机还不知道怎么样，就是这个国补，感觉很*的登，华为商场同款5399国补下来5299，便宜一百块🤔,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
陈***8,2025-04-21 13:26:35,非常喜欢，非常满意,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2025-03-03 01:08:16,原版  原装正品货,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
c***6,2025-03-03 00:19:34,用了半个月，目前比较满意，电量比较耐用。,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***3,2025-02-16 18:44:55,感觉实物比图片更好看，价格和质量成正比，这次购物非常满意，喜欢的宝宝赶紧下手,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2025-02-16 13:49:19,实体店逛了一圈，还是华为的手机更合我意，之前p40pro用了快5年，除了电池不耐用其他都还好好的。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
我***原,2025-02-16 14:54:39,手机不错，细节、品质、做工都非常好，发货贼快，快递也给力，棒棒哒~🌸🌸🌸,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
w***8,2025-04-18 22:50:33,用起来超级丝滑，很喜欢，推荐给同事啦,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
梁***d,2025-03-11 10:35:31,真香 尤其是看到摄像头的光圈自动调整 很爽,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
y***d,2025-04-15 16:56:01,贼棒 国补还便宜,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
小***桃,2025-02-21 20:16:44,不错呢，好看。手感也不错，整体比我的p50pro好太多了,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
魏***淘,2025-02-14 10:25:24,通信音质：遥遥领先  其他特色：遥遥领先  显示效果：遥遥领先,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***3,2025-04-13 16:16:04,此用户没有填写评论!,好的，还不错&hellip;,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
环***宙,2025-02-28 20:52:32,非常满意😘，材质做工非常好，而且百搭，手感也很棒，非常nice，实用性非常强，赞👍,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
果***7,2025-04-12 22:39:04,颜值挺高，像素还可以,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
a***2,2025-03-22 11:38:34,收到啦，感觉还行哈哈哈，用两天再说吧,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
为***心,2025-04-11 08:46:44,确实挺好用的很喜欢,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
8***8,2025-04-11 11:26:32,很不错的哦，非常满意,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
w***z,2025-02-27 21:39:17,用着很丝滑  快充也给力,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
王***0,2025-03-21 17:46:12,暂时用的不错，再用一段时间再来追加,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
y***j,2025-04-09 20:43:19,遥遥领先👊,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
z***4,2025-03-20 14:50:31,这个价格真好等了那么久终于买了,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2025-03-20 20:40:04,心心念念的手机终于到了，支持国产💪,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
呆***子,2025-02-18 11:06:27,替换掉了用了n年的P30，新机器使用体验非常好,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***6,2025-03-19 10:50:34,刚入手，正在安装我常用的应用软件,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***2,2025-04-06 07:07:04,很流畅，很好用,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***4,2025-04-06 09:18:45,还行，没有想象的完美,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
蝴***8,2025-03-06 09:01:14,新手机好好用哈哈哈，华为的手机真的好用，买买买,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***8,2025-04-05 17:16:41,一直用华为 一直支持,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
l***8,2025-04-05 18:25:52,不错，五星好评！,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
t***4,2025-02-17 20:25:16,太好用了，苹果换华为，这款华为手机太丝滑颜色紫色我也太喜欢。,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
天***思,2025-02-17 14:19:41,使用体验感好，非常流畅，是曲面屏的很好看。送了手机壳自带了一张膜,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
太***4,2025-04-04 22:49:25,自从有了智能机开始就一直用华为手机，没有一个用坏过。这个手机完全就是为了支持华为买的。现在已经3个华为在用了。上2个还都很新很新。,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
t***5,2025-02-24 13:22:23,真实感受，确实耗电快，没其他问题,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
f***2,2025-03-05 14:31:00,没钱没什么问题 整体还可以，希望能多用几年,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
小***0,2025-03-05 18:16:36,有国补还是挺便宜的,,机身颜色:雪域白;存储容量:12GB+512GB;套餐类型:官方标配,
蒋***y,2025-04-03 12:17:31,手机收到了，好用,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
糖***9,2025-04-03 23:30:59,手机不错，就是这个物流差人意呀,,机身颜色:罗兰紫;存储容量:12GB+512GB;套餐类型:官方标配,
t***3,2025-02-16 16:35:52,外观设计精美，功能也很全面，很喜欢,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
爱***姐,2025-02-23 18:49:56,恒好,,机身颜色:雪域白;存储容量:12GB+256GB;套餐类型:官方标配,
i***1,2025-04-01 12:40:18,自豪感满满的,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
q***g,2025-03-15 16:07:00,正品 国补,,机身颜色:羽砂黑;存储容量:12GB+512GB;套餐类型:官方标配,
